frame,curVScroll,curHScroll,curPpuCtrl,switchNTReq,gameMode,isSprite0Active,demoPhase,demoSubphase,demoLineTextIndex,demoNTWraps,lineCounter,lineAttrIndex,lineDstLo,lineDstHi,attrDstLo,attrDstHi,phase0Cycle,phase0Timer,transferBufSel,demoBusy
1158,4C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1159,4D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1160,4D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1161,4E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1162,4E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1163,4F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1164,4F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1165,50,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1166,50,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1167,51,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1168,51,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1169,52,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1170,52,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1171,53,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1172,53,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1173,54,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1174,54,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1175,55,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1176,55,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1177,56,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1178,56,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1179,57,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1180,57,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1181,58,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1182,58,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1183,59,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1184,59,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1185,5A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1186,5A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1187,5B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1188,5B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1189,5C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1190,5C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1191,5D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1192,5D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1193,5E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1194,5E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1195,5F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1196,5F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1197,60,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1198,60,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1199,61,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1200,61,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1201,62,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1202,62,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1203,63,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1204,63,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1205,64,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1206,64,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1207,65,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1208,65,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1209,66,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1210,66,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1211,67,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1212,67,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1213,68,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1214,68,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1215,69,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1216,69,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1217,6A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1218,6A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1219,6B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1220,6B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1221,6C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1222,6C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1223,6D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1224,6D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1225,6E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1226,6E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1227,6F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1228,6F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1229,70,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1230,70,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1231,71,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1232,71,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1233,72,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1234,72,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1235,73,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1236,73,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1237,74,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1238,74,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1239,75,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1240,75,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1241,76,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1242,76,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1243,77,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1244,77,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1245,78,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1246,78,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1247,79,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1248,79,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1249,7A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1250,7A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1251,7B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1252,7B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1253,7C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1254,7C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1255,7D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1256,7D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1257,7E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1258,7E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1259,7F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1260,7F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1261,80,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1262,80,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1263,81,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1264,81,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1265,82,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1266,82,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1267,83,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1268,83,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1269,84,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1270,84,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1271,85,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1272,85,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1273,86,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1274,86,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1275,87,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1276,87,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1277,88,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1278,88,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1279,89,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1280,89,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1281,8A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1282,8A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1283,8B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1284,8B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1285,8C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1286,8C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1287,8D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1288,8D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1289,8E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1290,8E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1291,8F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1292,8F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1293,90,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1294,90,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1295,91,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1296,91,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1297,92,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1298,92,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1299,93,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1300,93,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1301,94,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1302,94,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1303,95,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1304,95,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1305,96,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1306,96,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1307,97,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1308,97,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1309,98,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1310,98,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1311,99,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1312,99,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1313,9A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1314,9A,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1315,9B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1316,9B,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1317,9C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1318,9C,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1319,9D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1320,9D,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1321,9E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1322,9E,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1323,9F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1324,9F,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1325,A0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1326,A0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1327,A1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1328,A1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1329,A2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1330,A2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1331,A3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1332,A3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1333,A4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1334,A4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1335,A5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1336,A5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1337,A6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1338,A6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1339,A7,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1340,A7,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1341,A8,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1342,A8,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1343,A9,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1344,A9,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1345,AA,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1346,AA,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1347,AB,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1348,AB,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1349,AC,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1350,AC,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1351,AD,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1352,AD,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1353,AE,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1354,AE,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1355,AF,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1356,AF,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1357,B0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1358,B0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1359,B1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1360,B1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1361,B2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1362,B2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1363,B3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1364,B3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1365,B4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1366,B4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1367,B5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1368,B5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1369,B6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1370,B6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1371,B7,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1372,B7,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1373,B8,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1374,B8,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1375,B9,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1376,B9,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1377,BA,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1378,BA,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1379,BB,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1380,BB,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1381,BC,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1382,BC,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1383,BD,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1384,BD,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1385,BE,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1386,BE,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1387,BF,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1388,BF,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1389,C0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1390,C0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1391,C1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1392,C1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1393,C2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1394,C2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1395,C3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1396,C3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1397,C4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1398,C4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1399,C5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1400,C5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1401,C6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1402,C6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1403,C7,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1404,C7,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1405,C8,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1406,C8,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1407,C9,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1408,C9,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1409,CA,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1410,CA,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1411,CB,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1412,CB,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1413,CC,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1414,CC,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1415,CD,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1416,CD,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1417,CE,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1418,CE,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1419,CF,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1420,CF,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1421,D0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1422,D0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1423,D1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1424,D1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1425,D2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1426,D2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1427,D3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1428,D3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1429,D4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1430,D4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1431,D5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1432,D5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1433,D6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1434,D6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1435,D7,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1436,D7,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1437,D8,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1438,D8,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1439,D9,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1440,D9,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1441,DA,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1442,DA,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1443,DB,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1444,DB,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1445,DC,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1446,DC,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1447,DD,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1448,DD,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1449,DE,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1450,DE,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1451,DF,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1452,DF,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1453,E0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1454,E0,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1455,E1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1456,E1,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1457,E2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1458,E2,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1459,E3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1460,E3,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1461,E4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1462,E4,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1463,E5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1464,E5,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1465,E6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1466,E6,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
1467,E7,00,B2,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01
